ticket_id,timestamp,category,priority,resolution_time_hrs,customer_sentiment
TICK-105813,2025-10-09 11:58:03.241951,Billing Inquiry,High,3.57,Neutral
TICK-103236,2025-10-09 12:10:16.566573,Product Question,Medium,4.49,Neutral
TICK-105605,2025-10-09 12:20:26.670334,Product Question,Low,3.28,Neutral
TICK-100049,2025-10-09 13:54:26.794714,Shipping Update,High,0.49,Negative
TICK-100452,2025-10-09 14:08:46.255722,Technical Issue,Low,16.18,Negative
TICK-103298,2025-10-09 14:59:13.661167,Technical Issue,Medium,15.13,Neutral
TICK-102161,2025-10-09 15:23:59.568790,Shipping Update,Medium,1.1,Negative
TICK-108727,2025-10-09 16:08:36.773853,Product Question,High,4.31,Positive
TICK-103758,2025-10-09 16:26:09.270453,Product Question,Low,3.35,Neutral
TICK-106576,2025-10-09 16:44:20.936307,Product Question,Low,2.35,Neutral
TICK-109384,2025-10-09 16:54:18.479587,Technical Issue,Medium,17.97,Neutral
TICK-101509,2025-10-09 20:48:21.898368,Refund Request,Low,3.61,Neutral
TICK-104065,2025-10-09 21:09:27.270231,Shipping Update,Low,0.78,Neutral
TICK-100197,2025-10-09 22:08:23.205798,Shipping Update,High,1.06,Neutral
TICK-106326,2025-10-09 22:10:02.237999,Product Question,Medium,2.44,Positive
TICK-104948,2025-10-10 00:04:31.273148,Billing Inquiry,Low,4.29,Neutral
TICK-102096,2025-10-10 00:34:03.568700,Product Question,Medium,3.92,Positive
TICK-100390,2025-10-10 01:29:05.449600,Product Question,Low,2.09,Neutral
TICK-100964,2025-10-10 01:42:10.451084,Shipping Update,Medium,0.96,Negative
TICK-102243,2025-10-10 01:52:27.011912,Product Question,Low,1.6,Neutral
TICK-103593,2025-10-10 02:21:27.209214,Product Question,Low,1.66,Neutral
TICK-101816,2025-10-10 02:41:45.410411,Refund Request,Low,0.85,Neutral
TICK-107856,2025-10-10 02:49:12.237831,Refund Request,Medium,1.23,Negative
TICK-105533,2025-10-10 02:55:31.976345,Product Question,High,3.26,Negative
TICK-105735,2025-10-10 03:09:01.180679,Shipping Update,Low,0.89,Positive
TICK-107759,2025-10-10 03:25:15.128636,Product Question,Low,1.78,Neutral
TICK-100202,2025-10-10 03:51:15.406041,Product Question,Low,4.63,Neutral
TICK-109226,2025-10-10 04:50:42.916734,Refund Request,Medium,1.64,Negative
TICK-100515,2025-10-10 05:16:20.311084,Refund Request,Low,2.71,Neutral
TICK-104606,2025-10-10 05:53:29.386953,Technical Issue,Low,20.9,Negative
TICK-108865,2025-10-10 08:06:36.525257,Shipping Update,Medium,1.66,Neutral
TICK-103701,2025-10-10 09:23:38.928979,Billing Inquiry,Medium,8.94,Positive
TICK-103235,2025-10-10 09:36:56.801127,Shipping Update,Low,1.08,Negative
TICK-101603,2025-10-10 10:57:14.900131,Shipping Update,High,0.73,Neutral
TICK-104537,2025-10-10 11:34:34.325620,Billing Inquiry,Medium,4.43,Positive
TICK-102630,2025-10-10 12:24:38.930591,Refund Request,Low,2.25,Neutral
TICK-102320,2025-10-10 12:30:35.859584,Technical Issue,Low,28.61,Positive
TICK-109744,2025-10-10 15:23:06.290182,Shipping Update,Low,1.26,Positive
TICK-108425,2025-10-10 16:04:52.487790,Shipping Update,Low,0.99,Positive
TICK-101398,2025-10-10 16:54:33.911467,Product Question,High,4.85,Positive
TICK-106389,2025-10-10 18:08:41.930214,Shipping Update,Medium,1.35,Negative
TICK-109103,2025-10-10 21:42:20.871453,Product Question,Medium,5.21,Negative
TICK-106703,2025-10-10 21:53:07.129612,Refund Request,High,1.14,Neutral
TICK-103036,2025-10-10 22:44:08.374705,Technical Issue,Low,20.93,Neutral
TICK-102108,2025-10-10 23:29:50.401020,Product Question,Medium,2.63,Negative
TICK-108515,2025-10-10 23:58:05.554772,Refund Request,Low,2.19,Neutral
TICK-100313,2025-10-11 00:52:08.827821,Refund Request,Medium,2.77,Neutral
TICK-100557,2025-10-11 04:34:48.400497,Product Question,Low,2.52,Neutral
TICK-107324,2025-10-11 06:13:11.177762,Shipping Update,High,1.21,Negative
TICK-101192,2025-10-11 06:19:35.133253,Shipping Update,Low,0.79,Negative
TICK-103215,2025-10-11 06:49:13.648940,Product Question,Low,6.12,Positive
TICK-101303,2025-10-11 07:37:33.486773,Billing Inquiry,Low,3.7,Negative
TICK-109530,2025-10-11 10:24:52.854837,Shipping Update,Medium,1.38,Neutral
TICK-103778,2025-10-11 10:55:35.889992,Shipping Update,Medium,0.44,Negative
TICK-100054,2025-10-11 13:35:17.588216,Refund Request,Low,3.02,Neutral
TICK-109852,2025-10-11 13:42:38.692441,Billing Inquiry,Low,6.58,Neutral
TICK-105632,2025-10-11 15:01:17.632997,Shipping Update,Medium,1.06,Neutral
TICK-104299,2025-10-11 15:43:52.750254,Shipping Update,Low,0.73,Negative
TICK-102797,2025-10-11 19:28:03.410242,Product Question,Low,1.47,Negative
TICK-102365,2025-10-11 19:33:41.292074,Shipping Update,Medium,1.85,Neutral
TICK-101799,2025-10-11 19:48:52.055566,Shipping Update,Low,1.01,Neutral
TICK-108882,2025-10-11 21:05:37.398111,Refund Request,Medium,2.96,Neutral
TICK-103112,2025-10-11 23:05:28.101328,Shipping Update,High,0.89,Positive
TICK-106402,2025-10-12 01:06:11.044751,Billing Inquiry,Medium,4.32,Neutral
TICK-108886,2025-10-12 01:11:56.644785,Billing Inquiry,Low,5.73,Positive
TICK-107538,2025-10-12 01:14:32.337793,Shipping Update,Low,0.74,Positive
TICK-100879,2025-10-12 01:31:31.316959,Shipping Update,Low,1.61,Neutral
TICK-103334,2025-10-12 02:50:38.985161,Product Question,Low,5.25,Neutral
TICK-100507,2025-10-12 02:53:22.947868,Shipping Update,Low,0.71,Neutral
TICK-101200,2025-10-12 03:21:31.381975,Technical Issue,Low,25.23,Neutral
TICK-101237,2025-10-12 05:11:01.913104,Billing Inquiry,Low,4.01,Positive
TICK-102612,2025-10-12 06:50:06.860138,Shipping Update,Low,0.92,Neutral
TICK-102688,2025-10-12 08:18:22.490440,Product Question,Low,4.06,Positive
TICK-109167,2025-10-12 08:55:07.533785,Shipping Update,Low,0.67,Neutral
TICK-101135,2025-10-12 09:18:42.975623,Technical Issue,Low,35.29,Neutral
TICK-104175,2025-10-12 09:24:03.888859,Product Question,Medium,3.65,Positive
TICK-105078,2025-10-12 10:48:08.248041,Shipping Update,Low,1.14,Neutral
TICK-108896,2025-10-12 12:01:07.854367,Product Question,Low,3.71,Neutral
TICK-102220,2025-10-12 12:25:04.965497,Technical Issue,High,20.8,Positive
TICK-102379,2025-10-12 13:39:04.178265,Billing Inquiry,Medium,5.55,Negative
TICK-103457,2025-10-12 14:07:06.670058,Billing Inquiry,Medium,4.3,Neutral
TICK-108011,2025-10-12 14:18:16.076257,Billing Inquiry,High,5.94,Neutral
TICK-101443,2025-10-12 16:03:43.625732,Shipping Update,Medium,0.6,Neutral
TICK-103284,2025-10-12 17:24:38.223583,Refund Request,Medium,1.07,Negative
TICK-106814,2025-10-12 19:46:53.597259,Shipping Update,Medium,0.57,Negative
TICK-105721,2025-10-12 20:02:50.595815,Refund Request,Low,3.98,Negative
TICK-101491,2025-10-12 20:21:35.144481,Product Question,Low,8.35,Positive
TICK-108627,2025-10-12 20:52:12.746195,Billing Inquiry,Low,7.34,Negative
TICK-101773,2025-10-12 20:59:18.374874,Shipping Update,Medium,1.08,Neutral
TICK-109880,2025-10-12 22:48:22.247646,Shipping Update,Low,1.02,Negative
TICK-100592,2025-10-13 01:20:04.307016,Technical Issue,Low,29.07,Neutral
TICK-108989,2025-10-13 03:27:17.726788,Shipping Update,Low,0.84,Neutral
TICK-106808,2025-10-13 04:02:14.626175,Shipping Update,Low,0.86,Negative
TICK-106580,2025-10-13 04:15:27.992180,Technical Issue,High,21.39,Negative
TICK-107787,2025-10-13 04:16:39.911399,Shipping Update,High,0.77,Neutral
TICK-108185,2025-10-13 05:25:02.592447,Product Question,Low,1.76,Neutral
TICK-103017,2025-10-13 06:54:31.869053,Refund Request,Low,0.64,Neutral
TICK-102687,2025-10-13 06:54:49.995263,Product Question,Medium,1.62,Neutral
TICK-107764,2025-10-13 07:10:48.918916,Product Question,Low,5.4,Neutral
TICK-105898,2025-10-13 07:15:25.688428,Refund Request,Medium,2.03,Negative
TICK-108902,2025-10-13 08:15:09.959964,Technical Issue,High,16.24,Neutral
TICK-106215,2025-10-13 11:19:50.778823,Shipping Update,Medium,0.52,Neutral
TICK-107138,2025-10-13 11:45:06.231656,Billing Inquiry,Low,4.05,Positive
TICK-105961,2025-10-13 12:58:41.536424,Billing Inquiry,Low,11.61,Neutral
TICK-103077,2025-10-13 13:38:02.112201,Product Question,Low,3.74,Negative
TICK-102864,2025-10-13 13:43:59.258150,Shipping Update,Low,1.18,Negative
TICK-102793,2025-10-13 14:16:16.159099,Shipping Update,Low,0.69,Negative
TICK-104474,2025-10-13 14:32:49.620157,Shipping Update,Low,1.4,Neutral
TICK-100020,2025-10-13 14:38:33.220265,Shipping Update,Low,1.8,Negative
TICK-100242,2025-10-13 14:59:10.947928,Billing Inquiry,Low,6.12,Positive
TICK-102354,2025-10-13 17:01:45.181676,Shipping Update,Medium,1.62,Neutral
TICK-103750,2025-10-13 17:11:46.654193,Technical Issue,Low,18.99,Neutral
TICK-103146,2025-10-13 19:11:33.707787,Billing Inquiry,Low,3.77,Neutral
TICK-108275,2025-10-13 21:23:36.185313,Shipping Update,Low,1.16,Negative
TICK-108933,2025-10-13 22:02:18.138627,Product Question,Low,2.02,Neutral
TICK-106688,2025-10-13 23:28:49.386620,Shipping Update,Medium,0.5,Neutral
TICK-104206,2025-10-14 00:11:31.637642,Refund Request,High,2.44,Positive
TICK-107250,2025-10-14 01:21:58.172202,Product Question,Low,3.43,Neutral
TICK-108581,2025-10-14 01:30:09.910097,Refund Request,High,1.56,Neutral
TICK-107808,2025-10-14 01:54:44.015153,Billing Inquiry,Low,9.63,Neutral
TICK-100780,2025-10-14 02:10:02.780173,Shipping Update,Low,1.07,Neutral
TICK-108712,2025-10-14 02:30:45.380079,Product Question,Low,1.88,Negative
TICK-106999,2025-10-14 03:14:13.150313,Shipping Update,Medium,1.17,Positive
TICK-100165,2025-10-14 03:31:57.274955,Shipping Update,High,1.18,Positive
TICK-109659,2025-10-14 03:54:28.271793,Billing Inquiry,High,5.28,Negative
TICK-109878,2025-10-14 04:54:24.968288,Billing Inquiry,High,3.21,Positive
TICK-104451,2025-10-14 05:17:28.475182,Product Question,High,2.46,Neutral
TICK-101146,2025-10-14 06:12:19.088932,Shipping Update,Medium,0.64,Negative
TICK-108264,2025-10-14 06:34:30.437202,Shipping Update,Low,0.41,Negative
TICK-105029,2025-10-14 06:47:49.078804,Product Question,Low,3.02,Neutral
TICK-103277,2025-10-14 06:57:29.589424,Shipping Update,Medium,1.06,Neutral
TICK-103137,2025-10-14 08:07:34.998549,Shipping Update,Low,0.66,Negative
TICK-106927,2025-10-14 09:35:17.581276,Product Question,Low,1.91,Neutral
TICK-108711,2025-10-14 09:47:10.045580,Billing Inquiry,Medium,4.17,Negative
TICK-106983,2025-10-14 10:12:02.663872,Refund Request,Medium,1.53,Positive
TICK-100728,2025-10-14 10:15:01.908491,Product Question,Low,2.42,Negative
TICK-108150,2025-10-14 10:46:27.004970,Shipping Update,Low,1.21,Neutral
TICK-102434,2025-10-14 12:53:18.181878,Refund Request,Low,2.19,Neutral
TICK-100133,2025-10-14 13:25:52.477041,Shipping Update,Medium,1.21,Negative
TICK-109261,2025-10-14 14:45:54.011349,Product Question,Low,5.45,Negative
TICK-102588,2025-10-14 14:50:53.625326,Billing Inquiry,Low,3.63,Negative
TICK-108587,2025-10-14 15:43:44.248127,Shipping Update,Medium,0.42,Neutral
TICK-107000,2025-10-14 15:44:44.093841,Shipping Update,Low,1.37,Positive
TICK-102930,2025-10-14 18:46:18.921911,Shipping Update,Low,1.42,Neutral
TICK-109051,2025-10-14 18:56:25.718575,Technical Issue,Low,15.28,Positive
TICK-106798,2025-10-14 19:20:40.878598,Product Question,Medium,2.68,Neutral
TICK-105522,2025-10-14 21:53:13.827577,Shipping Update,Low,1.35,Negative
TICK-105195,2025-10-14 21:59:33.138626,Product Question,Low,2.53,Neutral
TICK-108343,2025-10-14 22:12:39.058096,Billing Inquiry,Medium,2.94,Neutral
TICK-100869,2025-10-14 22:33:53.290574,Technical Issue,Medium,53.63,Neutral
TICK-104459,2025-10-14 22:51:48.052132,Product Question,High,3.91,Neutral
TICK-103986,2025-10-14 23:36:25.675487,Shipping Update,Low,1.25,Neutral
TICK-101817,2025-10-14 23:41:10.152886,Shipping Update,Low,0.75,Positive
TICK-109777,2025-10-15 00:29:38.197873,Billing Inquiry,Low,5.34,Neutral
TICK-102901,2025-10-15 01:08:43.167767,Technical Issue,Medium,20.25,Neutral
TICK-102654,2025-10-15 01:11:38.333120,Product Question,Low,2.31,Neutral
TICK-106097,2025-10-15 01:45:23.651702,Product Question,High,3.11,Negative
TICK-103780,2025-10-15 02:08:56.078594,Technical Issue,Low,22.6,Negative
TICK-108138,2025-10-15 02:46:58.657113,Shipping Update,Low,0.52,Positive
TICK-100743,2025-10-15 03:16:40.302946,Technical Issue,Low,24.25,Negative
TICK-100960,2025-10-15 03:17:35.862592,Shipping Update,Low,1.29,Neutral
TICK-101496,2025-10-15 03:29:28.000196,Billing Inquiry,Medium,11.4,Neutral
TICK-102443,2025-10-15 03:29:28.338949,Shipping Update,Medium,1.32,Neutral
TICK-101981,2025-10-15 03:47:20.300216,Shipping Update,Low,0.58,Neutral
TICK-103238,2025-10-15 03:51:41.951974,Product Question,Medium,3.23,Positive
TICK-107616,2025-10-15 06:22:37.293920,Technical Issue,Medium,25.61,Negative
TICK-101361,2025-10-15 07:49:13.553320,Technical Issue,Medium,30.26,Neutral
TICK-100633,2025-10-15 08:27:45.351179,Product Question,Low,2.53,Neutral
TICK-105589,2025-10-15 10:37:56.479569,Shipping Update,High,1.85,Neutral
TICK-107776,2025-10-15 11:24:28.298594,Shipping Update,Low,1.52,Neutral
TICK-104370,2025-10-15 12:13:18.560885,Shipping Update,Medium,0.5,Neutral
TICK-104485,2025-10-15 12:14:30.609943,Billing Inquiry,Low,2.64,Negative
TICK-102652,2025-10-15 12:49:01.726566,Shipping Update,Medium,1.23,Neutral
TICK-105166,2025-10-15 12:54:53.242100,Product Question,Low,2.45,Positive
TICK-102850,2025-10-15 13:22:07.095488,Shipping Update,Low,0.8,Negative
TICK-105995,2025-10-15 17:14:38.527871,Refund Request,Low,2.14,Negative
TICK-106048,2025-10-15 17:43:50.366634,Shipping Update,Low,0.58,Neutral
TICK-101376,2025-10-15 18:06:50.914800,Technical Issue,Low,18.36,Neutral
TICK-109802,2025-10-15 19:03:10.695227,Shipping Update,Low,2.51,Negative
TICK-105415,2025-10-15 19:12:36.914724,Refund Request,Low,2.59,Neutral
TICK-108661,2025-10-15 20:25:50.148906,Billing Inquiry,Medium,2.86,Neutral
TICK-106386,2025-10-15 22:20:02.843014,Product Question,Low,2.97,Neutral
TICK-108387,2025-10-15 22:41:10.405306,Billing Inquiry,Low,5.8,Positive
TICK-106757,2025-10-15 23:31:09.322247,Refund Request,Medium,2.44,Negative
TICK-109930,2025-10-15 23:39:01.419901,Shipping Update,Medium,0.75,Neutral
TICK-104146,2025-10-16 00:51:11.220996,Shipping Update,High,1.17,Negative
TICK-106733,2025-10-16 01:57:14.968574,Technical Issue,Low,18.28,Negative
TICK-108140,2025-10-16 03:21:57.882849,Billing Inquiry,High,3.89,Neutral
TICK-108768,2025-10-16 04:53:35.543371,Shipping Update,Medium,1.02,Neutral
TICK-101677,2025-10-16 04:55:36.583397,Shipping Update,Low,1.84,Positive
TICK-106177,2025-10-16 06:42:16.097806,Shipping Update,Low,0.62,Negative
TICK-106324,2025-10-16 06:53:47.584911,Shipping Update,Medium,0.82,Neutral
TICK-108071,2025-10-16 07:06:50.917367,Refund Request,Low,2.62,Neutral
TICK-102264,2025-10-16 07:09:45.818536,Shipping Update,Medium,1.31,Neutral
TICK-103742,2025-10-16 07:24:20.993755,Shipping Update,Low,1.14,Neutral
TICK-103107,2025-10-16 07:45:27.146352,Technical Issue,Low,30.17,Negative
TICK-103926,2025-10-16 08:48:30.126319,Shipping Update,Low,1.47,Negative
TICK-102228,2025-10-16 11:06:07.705885,Billing Inquiry,Low,2.37,Positive
TICK-108182,2025-10-16 11:41:42.057568,Refund Request,High,2.0,Negative
TICK-102811,2025-10-16 12:10:46.402186,Product Question,Low,2.33,Neutral
TICK-101694,2025-10-16 13:16:06.782897,Billing Inquiry,Low,5.26,Positive
TICK-104211,2025-10-16 13:58:54.279380,Shipping Update,Low,0.81,Positive
TICK-101904,2025-10-16 14:00:33.157239,Product Question,Medium,2.87,Positive
TICK-106408,2025-10-16 14:02:07.136255,Shipping Update,Low,0.84,Neutral
TICK-106352,2025-10-16 14:12:32.216505,Shipping Update,Low,0.58,Negative
TICK-107944,2025-10-16 14:53:36.021637,Shipping Update,Medium,1.18,Positive
TICK-109039,2025-10-16 16:35:23.937933,Refund Request,Low,1.99,Positive
TICK-103044,2025-10-16 17:00:29.600188,Billing Inquiry,High,6.65,Positive
TICK-103022,2025-10-16 19:11:35.212178,Shipping Update,High,0.85,Neutral
TICK-103100,2025-10-16 19:12:24.152488,Shipping Update,Low,0.75,Negative
TICK-100419,2025-10-16 20:43:29.662728,Shipping Update,Low,1.03,Positive
TICK-108586,2025-10-16 21:19:25.940377,Shipping Update,Low,2.11,Positive
TICK-107655,2025-10-16 21:33:15.802069,Product Question,Low,2.63,Neutral
TICK-103337,2025-10-16 21:56:32.546613,Refund Request,Low,1.88,Negative
TICK-107963,2025-10-16 22:00:54.386805,Billing Inquiry,Low,6.71,Positive
TICK-105902,2025-10-16 22:14:37.414686,Product Question,Low,2.82,Neutral
TICK-103814,2025-10-16 23:40:25.359292,Shipping Update,Low,0.6,Neutral
TICK-107049,2025-10-16 23:57:03.425600,Shipping Update,Medium,0.63,Positive
TICK-108671,2025-10-17 00:06:35.533460,Product Question,Low,5.62,Neutral
TICK-107610,2025-10-17 00:16:26.727216,Shipping Update,High,1.1,Neutral
TICK-101266,2025-10-17 02:51:24.776796,Shipping Update,Low,0.96,Negative
TICK-101131,2025-10-17 03:07:27.892498,Billing Inquiry,Medium,5.92,Neutral
TICK-104087,2025-10-17 04:51:31.009864,Refund Request,Low,2.06,Neutral
TICK-101370,2025-10-17 06:02:09.780565,Shipping Update,Low,0.93,Negative
TICK-109063,2025-10-17 06:27:01.447506,Shipping Update,Low,0.73,Neutral
TICK-106607,2025-10-17 07:01:24.607971,Shipping Update,Medium,1.08,Positive
TICK-103947,2025-10-17 10:45:36.638833,Product Question,Low,3.56,Neutral
TICK-106941,2025-10-17 13:55:24.850055,Refund Request,Low,2.94,Negative
TICK-105308,2025-10-17 14:21:40.909517,Refund Request,Low,1.48,Neutral
TICK-107612,2025-10-17 14:22:09.584674,Product Question,Low,2.17,Neutral
TICK-105529,2025-10-17 14:25:20.367745,Product Question,Medium,2.87,Negative
TICK-109924,2025-10-17 14:27:22.097909,Product Question,Low,3.06,Positive
TICK-108888,2025-10-17 15:10:31.432153,Shipping Update,Low,0.97,Positive
TICK-105107,2025-10-17 15:39:27.241953,Shipping Update,Low,1.02,Neutral
TICK-108750,2025-10-17 15:45:51.382032,Billing Inquiry,Medium,7.11,Positive
TICK-105640,2025-10-17 17:32:12.708790,Product Question,Medium,4.11,Negative
TICK-104360,2025-10-17 17:47:30.014919,Technical Issue,High,27.14,Negative
TICK-103737,2025-10-17 18:40:30.522461,Technical Issue,Low,22.52,Neutral
TICK-109141,2025-10-17 21:30:24.508735,Shipping Update,High,0.93,Neutral
TICK-108156,2025-10-17 22:21:11.950734,Shipping Update,High,1.08,Neutral
TICK-107231,2025-10-17 23:26:17.775723,Shipping Update,Medium,1.96,Positive
TICK-106397,2025-10-17 23:54:55.450306,Shipping Update,Medium,0.6,Negative
TICK-108103,2025-10-18 00:10:43.303778,Shipping Update,Medium,0.47,Positive
TICK-108148,2025-10-18 00:57:31.256208,Technical Issue,Medium,26.67,Negative
TICK-107845,2025-10-18 01:14:32.208772,Shipping Update,Low,1.8,Positive
TICK-105390,2025-10-18 02:27:52.902339,Shipping Update,Low,0.76,Neutral
TICK-103295,2025-10-18 02:36:17.292263,Technical Issue,Medium,15.61,Negative
TICK-101472,2025-10-18 02:54:40.795423,Shipping Update,Low,0.95,Negative
TICK-102481,2025-10-18 03:22:03.150432,Shipping Update,Low,1.99,Neutral
TICK-100379,2025-10-18 04:36:44.942834,Product Question,Low,2.17,Neutral
TICK-103735,2025-10-18 06:03:50.967090,Technical Issue,Medium,22.86,Neutral
TICK-106791,2025-10-18 06:21:59.479309,Shipping Update,Low,0.83,Neutral
TICK-100455,2025-10-18 06:27:57.167035,Product Question,Medium,2.18,Negative
TICK-101302,2025-10-18 06:56:49.680286,Product Question,Low,2.8,Neutral
TICK-109095,2025-10-18 06:58:23.544783,Product Question,Low,3.19,Neutral
TICK-108611,2025-10-18 07:02:05.580958,Shipping Update,Low,1.26,Positive
TICK-106896,2025-10-18 08:03:45.942686,Technical Issue,Medium,17.99,Positive
TICK-107838,2025-10-18 08:21:37.059074,Shipping Update,Medium,0.9,Neutral
TICK-104207,2025-10-18 08:27:34.569068,Technical Issue,Medium,7.66,Negative
TICK-103598,2025-10-18 08:55:17.257084,Technical Issue,High,27.45,Neutral
TICK-108972,2025-10-18 10:08:56.006147,Shipping Update,Low,0.77,Neutral
TICK-102758,2025-10-18 11:16:25.906164,Shipping Update,Low,0.64,Neutral
TICK-109983,2025-10-18 11:19:57.480598,Technical Issue,Medium,26.46,Neutral
TICK-109597,2025-10-18 11:23:03.363611,Refund Request,Low,1.97,Negative
TICK-109985,2025-10-18 11:25:27.361073,Technical Issue,Medium,20.51,Negative
TICK-108556,2025-10-18 12:08:36.994375,Refund Request,Medium,1.74,Neutral
TICK-101033,2025-10-18 13:07:41.102310,Refund Request,High,2.59,Neutral
TICK-100940,2025-10-18 13:43:38.653167,Shipping Update,Low,0.6,Neutral
TICK-108226,2025-10-18 13:58:44.051768,Billing Inquiry,Low,4.21,Negative
TICK-104703,2025-10-18 15:04:12.225945,Refund Request,Medium,2.52,Positive
TICK-104763,2025-10-18 15:13:12.687100,Shipping Update,Low,1.17,Neutral
TICK-105541,2025-10-18 15:15:58.788140,Product Question,Low,5.85,Negative
TICK-102494,2025-10-18 17:10:30.593549,Billing Inquiry,High,3.02,Neutral
TICK-103618,2025-10-18 19:58:08.129495,Shipping Update,Medium,1.61,Negative
TICK-104050,2025-10-18 20:37:47.535474,Product Question,Medium,2.23,Positive
TICK-100297,2025-10-18 20:42:28.634293,Product Question,Medium,3.39,Neutral
TICK-105728,2025-10-18 22:03:06.366193,Refund Request,Medium,2.11,Neutral
TICK-102471,2025-10-18 23:09:32.209472,Technical Issue,Medium,61.78,Neutral
TICK-108238,2025-10-18 23:45:26.017145,Refund Request,Low,3.82,Neutral
TICK-101916,2025-10-18 23:58:50.217592,Refund Request,Low,1.46,Negative
TICK-108783,2025-10-19 00:27:40.192770,Product Question,High,1.88,Neutral
TICK-102360,2025-10-19 02:26:33.901398,Shipping Update,Medium,0.66,Negative
TICK-107316,2025-10-19 03:44:38.431509,Shipping Update,Low,0.69,Negative
TICK-109461,2025-10-19 04:05:48.252354,Refund Request,Low,1.97,Negative
TICK-106546,2025-10-19 04:12:24.955371,Shipping Update,Low,0.53,Negative
TICK-100673,2025-10-19 04:31:34.955083,Shipping Update,Low,0.86,Neutral
TICK-107975,2025-10-19 05:04:24.284088,Technical Issue,High,27.29,Positive
TICK-106290,2025-10-19 10:31:26.953303,Shipping Update,Medium,0.91,Negative
TICK-106847,2025-10-19 11:07:37.326582,Shipping Update,Low,1.21,Neutral
TICK-108480,2025-10-19 12:23:20.870343,Billing Inquiry,Low,4.4,Negative
TICK-101278,2025-10-19 12:28:54.679233,Shipping Update,Medium,1.08,Neutral
TICK-104264,2025-10-19 12:54:46.189892,Product Question,Low,2.93,Neutral
TICK-105803,2025-10-19 14:12:10.973614,Refund Request,Medium,4.14,Positive
TICK-102212,2025-10-19 14:57:40.789205,Technical Issue,Low,34.16,Positive
TICK-102316,2025-10-19 15:03:19.369128,Shipping Update,Medium,1.4,Negative
TICK-102218,2025-10-19 15:15:19.137879,Refund Request,Medium,4.63,Negative
TICK-106878,2025-10-19 16:39:26.860027,Shipping Update,Low,0.89,Neutral
TICK-106225,2025-10-19 17:15:45.990193,Product Question,Low,2.63,Negative
TICK-100894,2025-10-19 21:11:38.848863,Refund Request,Low,3.48,Neutral
TICK-107913,2025-10-20 01:10:39.735740,Shipping Update,Medium,1.24,Neutral
TICK-100520,2025-10-20 02:20:59.056811,Product Question,Low,1.54,Neutral
TICK-106148,2025-10-20 03:40:50.114279,Product Question,Medium,1.66,Negative
TICK-108416,2025-10-20 03:44:40.189253,Shipping Update,Low,0.97,Neutral
TICK-101388,2025-10-20 04:07:34.124750,Technical Issue,Low,24.31,Positive
TICK-102951,2025-10-20 04:19:34.635024,Technical Issue,Low,32.75,Negative
TICK-109294,2025-10-20 05:54:43.674701,Technical Issue,Low,52.42,Neutral
TICK-109661,2025-10-20 06:55:03.433413,Shipping Update,Low,1.12,Negative
TICK-101639,2025-10-20 14:07:22.931633,Shipping Update,Low,0.65,Negative
TICK-109545,2025-10-20 16:04:33.674962,Billing Inquiry,Medium,4.75,Neutral
TICK-107873,2025-10-20 18:19:33.861287,Billing Inquiry,Low,3.49,Negative
TICK-108039,2025-10-20 22:41:38.243733,Shipping Update,Medium,2.46,Positive
TICK-100153,2025-10-20 23:29:04.680338,Product Question,Low,3.29,Neutral
TICK-103252,2025-10-20 23:43:36.038063,Shipping Update,Medium,1.29,Positive
TICK-107384,2025-10-21 00:20:52.623194,Refund Request,High,1.81,Negative
TICK-109082,2025-10-21 07:11:43.610649,Shipping Update,Medium,0.94,Neutral
TICK-103773,2025-10-21 07:25:43.156864,Product Question,Low,2.21,Positive
TICK-105558,2025-10-21 09:03:09.894078,Shipping Update,Low,0.99,Neutral
TICK-109108,2025-10-21 09:25:52.203093,Refund Request,Low,3.69,Neutral
TICK-105955,2025-10-21 09:37:04.057028,Product Question,High,4.23,Positive
TICK-104710,2025-10-21 10:43:36.095897,Product Question,Low,2.35,Negative
TICK-103479,2025-10-21 10:56:31.166163,Technical Issue,Medium,41.79,Negative
TICK-105667,2025-10-21 11:50:47.873546,Shipping Update,Medium,1.33,Positive
TICK-107754,2025-10-21 12:45:33.234526,Shipping Update,Low,1.02,Negative
TICK-105526,2025-10-21 12:49:13.910692,Refund Request,Low,3.13,Neutral
TICK-106175,2025-10-21 12:53:28.428308,Technical Issue,Low,21.6,Positive
TICK-102406,2025-10-21 13:31:45.491219,Product Question,Low,1.78,Positive
TICK-106108,2025-10-21 15:32:41.283951,Technical Issue,Low,29.72,Positive
TICK-100432,2025-10-21 16:43:17.806270,Shipping Update,Medium,0.9,Neutral
TICK-106266,2025-10-21 16:57:32.345106,Shipping Update,Medium,1.03,Negative
TICK-107154,2025-10-21 18:58:55.214344,Product Question,Medium,2.57,Neutral
TICK-104714,2025-10-21 19:12:24.901442,Refund Request,Medium,2.07,Negative
TICK-107364,2025-10-21 21:29:16.535868,Shipping Update,Low,1.51,Negative
TICK-100119,2025-10-21 21:35:36.147640,Refund Request,Medium,2.7,Negative
TICK-108326,2025-10-21 23:09:09.541074,Technical Issue,Low,22.51,Negative
TICK-108946,2025-10-21 23:37:59.743936,Product Question,Low,2.77,Negative
TICK-101595,2025-10-21 23:45:19.433545,Shipping Update,Medium,0.67,Neutral
TICK-104677,2025-10-22 00:53:30.097300,Shipping Update,Medium,1.56,Neutral
